"","URL","Description","Job_Title","Company_Rating","Company_Name","Company_Location","Estimated_Salary","Location_Code"
"1","https://www.glassdoor.com/job-listing/data-scientist-indeed-prime-JV_IC1152990_KO0,14_KE15,27.htm?jl=3042963558","Indeed Prime is a free service that connects qualified job-seekers (that's you) with top companies hiring tech roles.With one application you can be considered for thousands of tech roles from leading companies on Indeed Prime.How Indeed Prime WorksWe find out what's important to you and match you with your dream jobGet started Complete a 5-minute application to be considered for roles at hundreds of leading companiesGet matched Companies apply to you with opportunities that reflect your role, location and salary specificationsGet career coaching Level up with free 1:1 coaching, our team will make sure you're ready to tackle any interviewGet your dream jobSkills and RequirementsWe look for top tech talent to join the Indeed Prime platform. Each candidate is reviewed on the following to make sure you're a good fit for our networkIn Demand SkillsFrom strong communication skills to experience with the latest technologies, you have what employers are looking forStand Out QualitiesYou bring unique qualities and traits that stand out and make an impactChange readyYou are ready for a career changes and will be responsive to employers who reach out with job opportunitiesGet matched with top tech companies on Indeed Prime!",NA,"NA",NA,NA,NA,"1152990"
"2","https://www.glassdoor.com/job-listing/machine-learning-research-scientist-entry-level-software-engineering-institute-JV_IC1152990_KO0,47_KE48,78.htm?jl=3063734578","Position Summary: Machine Learning researchers at the SEI help our government and industry clients solve their problems using ML technology. In this role, you will work with our customers to identify areas where advanced statistical techniques can help tackle problems, plan and develop prototype solutions, and build out final products. You'll get a chance to work with elite cybersecurity professionals and university faculty to build new technologies that will influence national cybersecurity strategy for decades to come. You will co-author research proposals, execute studies, and present findings to DoD sponsors and at academic conferences.  Our team works on a wide range of projects. Some of our current work includes developing metrics and experimental designs for large-scale cybersecurity research programs, researching human-in-the-loop machine learning, and building classifiers to identify security vulnerabilities in code. We have access to a wide variety of cyber-related data, including malware samples, netflow data, cybersecurity training runs and tests, incident tickets, and more. If you are a computer science or statistics expert with an interest in cybersecurity, we want to hear from you! Requirements:BS in machine learning, cybersecurity, statistics, or related discipline or equivalent combination of training or experience.Willingness to travel to various locations to support the SEI’s overall mission. This includes within the SEI and CMU community, sponsor sites, conferences, and offsite meetings on occasion (5%).You will be subject to a background check and will need to obtain and maintain a Department of Defense security clearance.Knowledge, Skills and Abilities:Deep understanding of statistical modeling techniquesComfortable working in the Unix command lineThrives in a multi-disciplinary environmentSuperb communication skillsExpertise implementing machine learning techniques (e.g., K-means, SVM, neural networks)Familiar with at least one mathematical/statistical programming package (e.g., python numpy/scipy/pandas, R, MATLAB, etc.)Strong software engineering skillsYou should have Cybersecurity or privacy experienceExperience supporting test and evaluation for large-scale government research programs is a plusMore Information Please visit “Why Carnegie Mellon” to learn more about becoming part of an institution inspiring innovations that change the world.  A listing of employee benefits is available at: www.cmu.edu/jobs/benefits-at-a-glance/. Carnegie Mellon University is an Equal Opportunity Employer/Disability/Veteran.","Machine Learning Research Scientist (Entry-Level"," 3.3"," Software Engineering Institute"," – Pittsburgh, PA","$92,000/ year","1152990"
"3","https://www.glassdoor.com/job-listing/data-scientist-i-united-states-steel-JV_IC1152990_KO0,16_KE17,36.htm?jl=3004514105",NA,"Data Scientist I"," 2.7"," United States Steel"," – Pittsburgh, PA","$126,000/ year","1152990"
"4","https://www.glassdoor.com/job-listing/data-science-intern-duolingo-JV_IC1152990_KO0,19_KE20,28.htm?jl=3081398742"," Support data-driven product decisions that impact the lives of millions everyday. Data is the bread-and-butter of Duolingo. Join our team of data scientists and use our database of rich user data to generate insights that will drive product development. As an intern, you wont do mere intern work, you are our colleague, and your analysis will affect more than 300 million people worldwide. You will learn deeply and broadly from an experienced team of award-winning engineers, designers, researchers, and analysts.Responsibilities: Apply ML and statistical methods to massive real-world data Model user behavior, develop forecasts, and/or analyze A/B tests to provide product insight and guide future product development Work with a cross-functional team of word class researchers, engineers, designers, and others to build new product features and/or develop analytics tools to aid product developmentRequirements: Pursuing BA/BS or MS in statistics, data science, machine learning, or related quantitative field Graduation expected in 2020 (or sooner) Previous experience analyzing large datasets and communicating results Proficiency in R and/or Python for data analysis 12 week consecutive availability Relocation to Pittsburgh, PA","Data Science Intern"," 4.9"," Duolingo"," – Pittsburgh, PA",NA,"1152990"
"5","https://www.glassdoor.com/job-listing/data-analyst-bpmi-JV_IC1152956_KO0,12_KE13,17.htm?jl=3023159599","Bechtel Plant Machinery, Inc. (BPMI) is seeking a government property data analyst.  The Naval Nuclear Propulsion Program (NNPP) logistics and supply chain management system requires daily analysis of a wide array of data and reports to resolve complex logistical issues; ensuring on-time shipment of components, accurate ship configuration, and the maintenance of appropriate supply levels of fleet repair parts for various propulsion plant components. Customers include the Navy, commercial shipyards, laboratories, and internal engineering and procurement organizations.  To ensure that the logistical processes are running efficiently and effectively, data analysis frameworks need to be enhanced, built, and maintained. The data analyst will be responsible for these analysis frameworks, while also identifying process improvements that will increase efficacy of logistical processes.  Responsibilities: Using Program Big Data, develop data collection systems, data analytics, and other strategies that allow for optimized operational supply chain decision making.Using Program Big Data, develop predictive analytics that can be used to inform procurement decisions and supply chain risks and opportunities.Identify, analyze, and interpret trends or patterns using statistical techniques and provide ongoing, automated reports; communicating findings clearly and efficiently to applicable stakeholders.Using data and statistical analysis, identify and recommend the need for process improvements to supply chain management.Develop benchmarks to ensure that Program supply chain processes are under control.Bachelor's degree in Mathematics, Economics, Computer Science, Information Management, Statistics, Industrial Engineering, or equivalent from an accredited college or university.Minimum GPA of 3.0 is preferred.Six Sigma Black or Green Belt preferred.Proven working experience as a data analyst.Technical expertise regarding data models, data mining, and segmentation techniques.Strong analytical skills with the ability to collect, organize, analyze, and disseminate significant amounts of information with attention to detail and accuracy.Adept at queries, report writing, and presenting findings.Strong knowledge and experience with reporting packages and database applications (ex. Microsoft Excel, Microsoft Access, Microsoft Sharepoint, Tableau, SQL, XML).Knowledge of statistics and experience using statistical packages for analyzing datasets (ex. Microsoft Excel, SPSS, SAS).Ability to apply creative problem solving to identify potential solutions and techniques to data gathering and/or constructing analytic frameworks.Demonstrated experience with process improvement initiatives.Must be a U.S. citizen due to government security clearance requirements. In order to work at BPMI, applicants must complete a Federal background investigation and be granted a security clearance. BPMI is a prime contractor for the United States Naval Nuclear Propulsion Program (NNPP). We are a project engineering organization responsible for providing design, manufacturing, and procurement management for the fabrication, testing, delivery, installation, and field support of high quality nuclear power plant components for installation in submarines and aircraft carriers.  We offer a comprehensive benefits package including: Competitive Health Care, Dental, and VisionDefined Contribution Retirement Plans401(k) Plan with company matchCapital Accumulation Plan (CAP) with company contributionFlexible Spending Accounts9/80 work schedule optionCompetitive Vacation and HolidaysTuition ReimbursementContinuing Education and Training Equal Opportunity Employer: minority/female/disabled/veteran1/3/2019","Data Analyst"," 3.5"," BPMI"," – Monroeville, PA","$48,000/ year","1152990"
"6","https://www.glassdoor.com/job-listing/data-scientist-fortive-JV_IC1152990_KO0,14_KE15,22.htm?jl=3025581058"," The Fort is the new hub for innovation and incubation at Fortive. We have the backing of a large company and the soul of a startup (a Fortune 500 startup, that is), and this is the place where that flame burns brightest.  In The Fort, we combine forces to deploy disruptive technologies and explore new ways of thinking and working. We get out of the office and into the wild to observe first-hand what our customers most need to accelerate progress for the world. We observe, listen, prototype, experiment, analyze, learn, and iterate with passion and speed to fuel Fortive’s growth and build the future. We scout breakthrough ideas and emerging trends from an expansive network stretching from Seattle to Silicon Valley to Shanghai and beyond.  The Fort is built to make growth happen. We start up, we scale up, we shake things up. We face uncertainty head-on and wrestle it to the ground. We fail fast to move our customers forward. We move the needle so much it needs a new gauge. We turn What-if? into What’s next? and How might we? into Wow, we did that! If building a data-driven app in a matter of hours or pushing the frontiers of AI or IoT before lunch sounds like your kind of thing, The Fort just might be your kind of place. Your Impact You are collaborative, proactive, adaptable, and gritty. You excel at facilitating and reconciling inputs across teams. You balance a passion for deep understanding of innovation with the ability to deliver extraordinary results. These are the traits we value:Ability to Deliver Results: A track record for being able to set a vision and strategy, organize and lead a team, and implement to meet and exceed expectations.Entrepreneurial Attitude: A proactive outlook that provides the chutzpah needed to overcome barriers, creatively problem solve, and challenge conventional thinking.Comfort with Ambiguity: A willingness and aptitude for spending time in and thriving with deep uncertainty and environments where there is no clear “right answer”.Passion for Innovation: A demonstrated interest and desire to participate in innovation through personal study, on-the-job initiative, or other endeavors.Positive Outlook: A desire to look past the challenged in search of the opportunity.Empathy & a Teacher’s Mindset: The ability to teach and mentor effectively, successfully facilitate teams and different personalities in training sessions, and to care deeply about his/her colleague’s growth, understanding, and experience.Bias for Action: A need for speed; demonstrated ability to make decisions quickly and to act upon them. Alongside a team of entrepreneurial, high-performing, curious people, you’ll deliver breakthrough solutions to drive sustainable growth for Fortive. As a Data Scientist, you’ll drive execution and play a vital role in building a culture of innovation at Fortive. You will build, manage, and inspire alongside a multi-functional team, that solves for our toughest growth challenges.Data Scientist Responsibilities:Collaborate with cross-functional stakeholders to understand their business needs, formulate and complete end-to-end analysis that include: data gathering, analysis, scaled deliverables, recommendations and presentations to stakeholders.Contribute to a wide variety of research projects using statistical analysis and modeling.Develop and automate reports, iteratively build and prototype dashboards to provide insights at scale, solving for analytical needs.Required Qualifications:Requires  a bachelor’s degree (or its equivalent) in mathematics/statistics or a related  field.Work experience with an emphasis on quantitative research methods (Mathematics, Computer Science, Statistics, Economics or related fields). Experience in statistics and Machine Learning Models, working with statistical packages (R, SAS, Stata, MATLAB, etc.).Experience in translating analysis results into business recommendations and business questions into an analysis framework.Experience with creating complex data sets (SQL), data modeling and reporting.Preferred Qualifications:Master's or PhD degree.Coding experience with Java, C , Python, PHP or similar language.Deep interest and aptitude in data, metrics, analysis and trends.Applied knowledge of measurement, statistics and program evaluation.Distinctive analysis skills and impeccable business judgment.Strong written and verbal communication skills.Excellent problem-solving capabilities and critical thinking skills, while demonstrated independence.","Data Scientist"," 3.2"," Fortive"," – Pittsburgh, PA","$108,000/ year","1152990"
"7","https://www.glassdoor.com/job-listing/data-analyst-indeed-prime-JV_IC1152990_KO0,12_KE13,25.htm?jl=3042963930","Indeed Prime is a free service that connects qualified job-seekers (that's you) with top companies hiring tech roles.With one application you can be considered for thousands of tech roles from leading companies on Indeed Prime.How Indeed Prime WorksWe find out what's important to you and match you with your dream jobGet started Complete a 5-minute application to be considered for roles at hundreds of leading companiesGet matched Companies apply to you with opportunities that reflect your role, location and salary specificationsGet career coaching Level up with free 1:1 coaching, our team will make sure you're ready to tackle any interviewGet your dream jobSkills and RequirementsWe look for top tech talent to join the Indeed Prime platform. Each candidate is reviewed on the following to make sure you're a good fit for our networkIn Demand SkillsFrom strong communication skills to experience with the latest technologies, you have what employers are looking forStand Out QualitiesYou bring unique qualities and traits that stand out and make an impactChange readyYou are ready for a career changes and will be responsive to employers who reach out with job opportunitiesGet matched with top tech companies on Indeed Prime!",NA,"NA",NA,NA,NA,"1152990"
"8","https://www.glassdoor.com/job-listing/data-scientist-ppg-JV_IC1152990_KO0,14_KE15,18.htm?jl=3082636483","Position DescriptionThe global Data Analytics Center of Excellence (COE), located in Pittsburgh, PA desires to add a passionate, creative Data Scientist to its organization to be a key addition to the transformation of our data and analytics capabilities. We are striving to integrate advanced analytics into our everyday culture in all regions of the world and require a “hands on” practitioner to establish data science methods, tools, and rigor that will be the foundation for our data science practice. This is your opportunity to leverage your experiences in statistics, algorithms, and advanced analytics to be a key contributor in creating a highly skilled organization within a Fortune 200 company to drive operational efficiency and growth.Responsibilities include but are not limited to:Develop library of data science algorithms and guide our organization on the best practices for use of the analytics approach balancing scalability with accuracyDevelop the foundational data science standards, governance and tools that we will use across the enterprise Educating and challenging our stakeholders to advance beyond descriptive analytics through demonstration of value based on previous experience or discovery / proof of concept exercises and take active role in scaling these proofs of conceptWork with the broader analytics organization to ensure proper product management for analytics assetsAssuming responsibility and support for existing data science artifacts with a desire to strengthen and improve outcomesConsulting related to hiring additional data science talent in our COEDeveloping training programs to provide capable stakeholders with self-service data science capabilities where appropriateRecommending and integrating open and third party data to use in conjunction with existing dataMining data to derive insights based on hypotheses provided by our corporate functions or businessesMining data to derive value where value has yet to be realized producing insights for the organization to shape business strategy and executionFurther integrating our business units with the data science, data management, and technologies needed for creating world class insights  #LI-JB1Required QualificationsMaster’s degree in Data Science or applicable field of studyBachelor’s degree in Business, Mathematics, Statistics, Computer Science, Management Science or Information Systems related fields> 5 years of experience using data analysis techniques to solve business problems regardless of industry> 3 years of experience with RDBMS and SQL> 2 years of experience with R, Python and/or other statistical programming languages applying the appropriate statistical procedures to problems> 2 years of experience with data storytelling and visualization technologiesWorking experience with agile development methodologyPreferred QualificationsAbility to produce meaningful, actionable results quickly Subject matter expertise in the manufacturing and/or retail industriesPrevious experience with data infrastructure in the Azure cloudPrevious experience with data management technologies for Big Data such as Hadoop and related toolsets like Hive, Spark, Flume, Kafka, etc.Previous experience with ScalaPrevious experience in capturing and analyzing sensor data and predicting machine failuresIt is highly desirable to have experience in unstructured/cognitive learning algorithms such as:Text mining / natural language processing Regression and clustering based modelsMachine learning / Artificial intelligencePersonal SkillsAbility to work in a globally diverse team settingAmbitious, self-starting, persistent and focused on resultsOpen minded, innovative and curiousProcess and detail orientedOrganized and able to communicate complex ideas and concepts to the necessary and appropriate varying levels of the organizationPersonal commitment to quality and on-schedule deliveryStrong ability to influence and gain buy-inPPG: We protect and beautify the world. At PPG, we work every day to develop and deliver the paints, coatings and materials that our customers have trusted for more than 130 years. Through dedication and creativity, we solve our customers’ biggest challenges, collaborating closely to find the right path forward. With headquarters in Pittsburgh, we operate and innovate in more than 70 countries. We serve customers in construction, consumer products, industrial and transportation markets and aftermarkets. To learn more, visit www.ppg.com and follow @ PPG on Twitter.Why join us:With PPG, you will find meaning in your work every day, and engage in opportunities that will shape you, personally and professionally. Your personal strengths will empower you to succeed and make an impact from day one.You will be inspired to learn and grow, and to get the support you need to identify and achieve your boldest career aspirations. Your passion to excel will be fueled by your connection to world-class partners, industry experts, the best and brightest colleagues, and future forward technologies. Your contributions will not only meet the challenges of our global customers, but help theme propel their industries forward. You will be welcomed into a culture where everyone’s ideas and contributions are valued and encouraged. Just like you, we are driven to make a difference in our world. PPG prides itself on the quality of its employees and as such, candidates who receive a job offer will be required to successfully pass a hair drug/toxins test and a background check.PPG offers an opportunity to grow and develop your career in an environment that provides a fulfilling workplace for employees, creates an environment for continuous learning, and embraces the ideas and diversity of others. All qualified applicants will receive consideration for employment without regard to sex, pregnancy, race, color, creed, religion, national origin, age, disability status, protected veteran status, marital status, sexual orientation, gender identity or expression, or any other legally protected status. PPG is an Equal Opportunity Employer. You may request a copy of PPG’s affirmative action plan by emailing ppgaap@ppg.com.To read more about Equal Employment Opportunity please see attached links:http://www1.eeoc.gov/employers/upload/eeoc_self_print_poster.pdfhttps://www.dol.gov/ofccp/pdf/.pdfhttps://www.dol.gov/ofccp/regs/compliance/posters/pdf/OFCCP_EEO_Supplement_Final_JRF_QA_508c.pdf","Data Scientist"," 3.1"," PPG"," – Pittsburgh, PA","$108,000/ year","1152990"
"9","https://www.glassdoor.com/job-listing/chief-scientist-software-engineering-institute-JV_IC1152990_KO0,15_KE16,46.htm?jl=3060228246","What We Do: At the SEI Emerging Technology Center, we describe our work as “making the recently possible mission-practical.” We help our government customers stay on the leading edge of new technology by identifying, demonstrating, extending, and applying emerging software technologies to solve real government problems. We currently work in the fields of human-machine interaction, applied artificial intelligence and machine learning, and advanced computing—areas that are changing and progressing rapidly. As we show our customers how new technologies can improve their mission capabilities through rapid prototyping and iterative development, we both rely on and shape academic and industrial research.  Are you creative, curious, energetic, collaborative, technology-focused, and hard-working? Are you interested in making a difference by bringing innovation to government organizations and beyond? Apply to join our team. Position Summary: As the SEI ETC Chief Scientist or Chief Technologist on our team, you will shape and direct our research and technology portfolio. Desired Experience:Technical Leadership and Portfolio Management: You have created, grown, and led research and advanced technology initiatives and portfolios. You have mentored, managed, and led teams of researchers and technology developers.Deep technical knowledge: You have performed and led extensive work in machine learning, artificial intelligence, advanced computing, human-computer interaction, computer vision, machine emotional intelligence, augmented and virtual reality, or related fields. You have worked with tools, software, and programming languages associated with your field.Research and advanced technology practices and publications: You have a track record that includes leading research, applying scientific methods, and developing advanced technologies. You have a reputation for the highest level of integrity. You have demonstrated technical contributions and have published your work across multiple fields.Engagement: You regularly scan and maintain awareness of technology trends and opportunities. You are familiar with technical challenges and emerging trends in computing and information science, and you are aware of opportunities in government and industry.Idea Generation and Proposal Creation: You have experience participating in and leading idea creation process, have formulated and delivered successful research and advanced technology proposals to research funding agencies, and led the resulting projects.Government projects: You have worked with DARPA, IARPA, Service Labs, or other government research sponsors.Duties:Research Leadership: You will oversee and lead a portfolio of novel research in rapidly advancing technical fields such as human-machine interaction, artificial intelligence, machine learning, and advanced computing.Talent Development: You will help identify, recruit, retain, mentor, and develop a high-caliber, interdisciplinary team of research scientists and advanced technology developers.Strategy: You will lead the Center’s process to plan, develop, and carry out an overall research and technology development strategy, and influence the national research agenda regarding future technology.Customer and Innovation Community Engagement: You will engage with customers and stakeholders. You will represent the Center’s research portfolio regularly presenting our work at collaboration venues and to customers. You will build and maintain relationships with the DoD innovation ecosystem including relevant research and technology communities.Collaboration: You'll actively participate on teams of software developers, researchers, designers, and technical leads. You'll collaborate with researchers and our government customers to understand challenges, needs, and possible solutions. You'll contribute to improving the overall technical capabilities of the Center by mentoring and teaching others, participating in design (software and otherwise) sessions, and sharing insights and wisdom across the SEI. You will work closely with the SEI CTO and other SEI Chief Scientists.Knowledge, Skills and Abilities:Communication and Collaboration: You are an exceptional communicator and can interact collaboratively and diplomatically with customers and colleagues at all levels of experience and knowledge. You grasp the big picture, direction, and goals of an effort while having the natural ability to dig into the details on problems and technical concepts and provide clear direction. You can present complex ideas to people who may not have a deep understanding of the subject area.Dedication and Motivation: You can meet deadlines while multi-tasking–sometimes under pressure and with shifting priorities. You are self-motivated and can work toward a common vision with little oversight.Creativity and Innovation: You are creative and curious, and you are inspired by the prospect of collaborating with premier researchers and visionaries at Carnegie Mellon University and innovation-focused organizations. You quickly learn new procedures, techniques, and approaches. You are forward-looking and can connect research with practical challenges.Knowledge and Learning: You possess broad technical interests along with a deep knowledge of a particular field such as human-computer interaction, data analytics and machine learning, advanced computing, and autonomy and artificial intelligence.Requirement:BS in computer science, or related discipline with ten (10) years of experience; MS is the same fields with eight (8) years of experience; PhD in the same fields with five (5) years of experience or equivalent combination of training or experience.Flexible to travel to Pittsburgh and Washington, D.C., sponsor sites, conferences, and other meetings. Moderate (20-40%) travel outside of your home location.You will be subject to a background check and will need to obtain and maintain a Department of Defense security clearance.More Information: Please visit “Why Carnegie Mellon” to learn more about becoming part of an institution inspiring innovations that change the world.  A listing of employee benefits is available at: www.cmu.edu/jobs/benefits-at-a-glance/. Carnegie Mellon University is an Equal Opportunity Employer/Disability/Veteran. #seijob","Chief Scientist"," 3.3"," Software Engineering Institute"," – Pittsburgh, PA",NA,"1152990"
"10","https://www.glassdoor.com/job-listing/research-scientist-amazon-JV_IC1152990_KO0,18_KE19,25.htm?jl=2883015619"," Amazon is looking for a passionate, talented, and inventive Scientist with a strong machine learning background to help build industry-leading Speech and Language technology. Our mission is to push the envelope in Automatic Speech Recognition (ASR), Natural Language Understanding (NLU), and Audio Signal Processing, in order to provide the best-possible experience for our customers.  As a Scientist, you will work with talented peers to develop novel algorithms and modeling techniques to advance the state of the art in spoken language understanding. Your work will directly impact our customers in the form of products and services that make use of speech and language technology. You will leverage Amazons heterogeneous data sources and large-scale computing resources to accelerate advances in spoken language understanding.  We are hiring in all areas of spoken language understanding: ASR, NLU, text-to-speech (TTS), and Dialog Management. Position Responsibilities: · Participate in the design, development, evaluation, deployment and updating of data-driven models and analytical solutions for machine learning (ML) and/or natural language (NL) applications.  · Develop and/or apply statistical modeling techniques (e.g. Bayesian models and deep neural networks), optimization methods, and other ML techniques to different applications in business and engineering.  · Routinely build and deploy ML models on available data.  · Research and implement novel ML and statistical approaches to add value to the business. Mentor junior engineers and scientists. Basic Qualifications · Masters degree in a relevant field  · 5+ years experience with various data analysis and visualization tools  · Experience in Perl, Python, or another scripting language; command line usage  · Experience with various machine learning techniques and parameters that affect their performance ","Research Scientist"," 3.8"," Amazon"," – Pittsburgh, PA","$113,000/ year","1152990"
